on_off,id,date_submitted,last_page,date_started,date_last_act,irm11,irm12,irm21,irm31,irm32,irm33,irm34,irm35,irm36,irm37,irm41,irm42,irm51,irm52,irm53,utility_code,country_id,region
online,132,,2,21/04/2024 16:23,21/04/2024 16:24,"Score 3The Utility’s senior managementmainly focuses on ensuring the organisation and staff comply with laws and regulations.The senior management communicates to staff about compliance on an ad hoc basis, e.g., when significant issues emerge.There is no evidence of communication on the organisation’s integrity standards with external stakeholders.","Score 3The code of conduct (or a similar document) contains most of the following elements (some elements may be missing): an ethical framework for decision making, generic examples of what constitute acceptable and unacceptable behaviour, guidelines on reporting problems anonymously, accountability and disciplinary policies for unethical behaviour, a list of ethics and compliance resources.The code of conduct was not revised in the last 3 calendar years. There is evidence that the Utility has organised a training on the code of conduct in the past, but the training is not routinely provided.","Score 3The Utility conducts integrity risk assessments to comply with regulations, as requested by relevant authorities such as the national anti-corruption agency, sector regulator, ministries, or similar. The assessment scope is exclusively decided upon by the relevant authority.",,,,,,,,,,,,,NA,NA,UNKNOWN
online,133,,0,21/04/2024 16:59,21/04/2024 17:00,,,,,,,,,,,,,,,,NA,NA,UNKNOWN
online,134,,5,22/04/2024 10:23,22/04/2024 10:27,Score 4Between 3 and 5,Score 4Between 3 and 5,Score 4Between 3 and 5,Score 4Between 3 and 5,Score 4Between 3 and 5,Score 4Between 3 and 5,Score 4Between 3 and 5,Score 4Between 3 and 5,Score 4Between 3 and 5,Score 4Between 3 and 5,Score 4Between 3 and 5,Score 4Between 3 and 5,Score 4Between 3 and 5,Score 4Between 3 and 5,Score 4Between 3 and 5,NA,NA,UNKNOWN
online,135,,0,22/04/2024 10:24,22/04/2024 10:25,,,,,,,,,,,,,,,,NA,NA,UNKNOWN
online,136,,0,03/05/2024 09:34,03/05/2024 09:34,Score 5The Utility’s senior management has established a set of ethical values and integrity principles beyond what is required by law and regulations.There is evidence of regular communication by senior management about the organisation’s integrity standards to both staff and external stakeholders.,,,,,,,,,,,,,,,NA,NA,UNKNOWN
online,137,,3,14/05/2024 06:17,14/05/2024 06:26,Score 4Between 3 and 5,"Score 5The code of conduct (or a similar document) contains ALL of the elements outlined in Level 3.The code of conduct was revised at most 3 years ago or more recently, after 1) the most recent changes to workplace profiles, including restructuring, relocation, changes in key roles or decision-making processes, or 2) the most recent changes in the external environment, including sector reform, new relevant legislation, changes in government strategies or in contractors’ business practices.Code of conduct training is routinely given to new employees as part of their induction programme.",Score 4Between 3 and 5,"Score 5There is a gift policy in place, with clear definitions of the value and type of gift permissible to employees.Conflicts of interest declarations are required from 1) management 2) board members 3) contractors.The Utility maintains a registry of all conflicts of interest declarations.The agenda of the board of director meetings includes a standing item on conflicts of interest declarations, to enable attendees to identify any conflicts of interest relating to the agenda items.",Score 4Between 3 and 5,"Score 5All positions have a clear job description and statement of the minimum competencies. All open positions are advertised publicly.There is an objective and transparent shortlisting and interview process, and also a non-discrimination policy, that facilitate a fair assessment of each applicant irrespective of gender, race, ethnicity, religion and disability.The outcome of the recruitment process for managerial positions is always publicly announced.There is a process for objections relating to recruitment, which is explicitly communicated to job candidates.","Score 5The Utility has established procurement thresholds and procedures for competitive bidding, and they are fully adhered to in all contracts. The Utility conducts due diligence and background checks on all contractors. Organisational policies explicitly prohibit the acceptance of personal gifts or gratuities from bidders and contractors.The Utility sanctions contractors for non-compliance with its integrity rules on procurement. The Utility systematically assesses complaints and whistle-blowing reports regarding procurement irregularities.There is evidence of community monitoring in large procurement projects.All of the following tasks are apportioned between different departments or individuals: procurement requisition, requisition approval, purchase order issuance, receiving (inspecting good or services), payment disbursement.","Score 5The Utility discloses all minimum financial and non-financial information outlined under Level 3. The financial statements are published both in their original format, and also in a summarised form to make them more easily understandable. All information is up-to-date, and available in a searchable format on the organisation's website. There is evidence that the organisation systematically fulfils access to information requests.","Score 5The Utility implements a public participation policy, which requires, as a minimum, direct annual meetings involving each customer group defined by demographic segmentation, including gender, socioeconomic status, geography, ethnicity, and language.The Utility assigns staff responsibilities for recording, reviewing, and responding to stakeholder feedback. There is evidence that outcomes of user participation and feedback are incorporated in decision-making processes.The Utility has a well-functioning complaints mechanism, which assigns staff responsibilities for recording complaints, reporting complaints to the appropriate managers, resolving complaints, responding to users, and monitoring action taken against complaints.","Score 5There is an approved annual budget and all expense accounts are regularly reviewed and analysed using comparisons with budgeted amounts.Reconciliation of all accounts is carried out at frequent regular intervals, such as monthly or quarterly. The following accounts are reconciled at minimum: accounts receivable, accounts payable, bank statements, and payroll registers to the general ledger control accounts.The employee payroll list is reviewed periodically for duplicates and ghost employees.The Utility conducts random, unannounced audits of all of the following: inventory, cash, expense, purchasing, billing, and other accounts by internal or external auditors. The Utility implements a non-revenue water reduction programme, which includes all of the following components: water balance analysis, leak detection, repair and maintenance, performance incentives, field audits, commercial audits, maintaining an up-to-date customer database.The Utility has a disconnection policy for non-payment. The disconnection policy takes tailored approaches to various customer segments, and has safeguards to protect vulnerable customers during the debt recovery process.",,,,,,NA,NA,UNKNOWN
online,142,,0,04/07/2024 12:18,04/07/2024 12:19,,,,,,,,,,,,,,,,NA,NA,UNKNOWN
online,143,,5,19/07/2024 05:47,19/07/2024 05:49,"Score 1The Utility’s senior management is not closely involved in integrity management. Integrity management is delegated to middle or lower management instead, such as internal audit or a similar department.There is no evidence of communication by senior management with staff or external stakeholders on the organisation’s integrity standards.","Score 1There is no written code of conduct (or similar document) outlining what the Utility expects from staff regarding values, rules, standards, and principles.","Score 1There are no established roles or processes in the Utility to conduct regular integrity risk assessments (e.g. corruption or fraud risk assessments). Such assessments may take place on an ad hoc basis, e.g. as a reaction to a corruption or fraud scandal involving staff members.","Score 1There is no gift policy which states whether employees are allowed to accept gifts, or defines the acceptable value and type of gift permissible to employees.There is no mechanism for board members and employees to self-disclose to the organisation any potential or actual conflicts of interest.","Score 1The Utility does not implement a whistle-blowing policy, which clearly spells out the protection offered to employees against discrimination, dismissal or other forms of retribution for reporting misconduct and cooperating with an audit or investigation.",Score 1Most positions do not have a clear job description and statement of the minimum competencies. Open positions are almost never advertised.Recruitment doesn’t follow any predetermined shortlisting and interview process. There is no explicit anti-discrimination policy related to hiring.,"Score 1There is little evidence of integrity risk management during procurement: there are no procurement thresholds or procedures for competitive bidding.The Utility does not conduct due diligence on contractors. Rules for direct contracting are not clear or not systematically adhered to, and only some procurement is based on predetermined contract award criteria.There is no sanctions’ policy for non-compliance with procurement rules. There is also no evidence of community monitoring of procurement processes.A whistle-blower mechanism does not exist or is not embedded in procurement procedures. There is no organisational policy prohibiting the acceptance of personal gifts or gratuities from bidders and contractors.The following tasks are not apportioned between different departments or individuals: procurement requisition, requisition approval, purchase order issuance, receiving (inspecting good or services), payment disbursement.","Score 1The Utility discloses only the minimum level of information required by law and regulations. Disclosed information may not be complete, up-to-date, or available in a searchable format on organisation's website. There is no evidence that the organisation has capacity to respond to access to information requests",Score 1The Utility does not have a written public participation policy or a complaints mechanism in place.,"Score 1The Utility does not implement most of the following management and financial controls: preparation of annual budget, review of expense accounts, random audits of different accounts, reconciliation of accounts, review of payrolls, non-revenue water reduction programme.The Utility does not have a disconnection policy for non-payment.","Score 1The Utility does not have a written policy to guide managers and to ensure consistency in disciplinary action against integrity malpractices and misconduct.Roles in relation to investigation allegations of integrity malpractice perpetrated by staff, disciplinary action, and referral of allegations of corruption to relevant authorities are not clearly defined or fully resourced (staff and budget).","Score 1The Utility does not have a written and approved sanctions’ policy against contractors for non-compliance. The contracts do not stipulate a set of sanctionable misconduct and the consequences for the misconduct.Roles in relation to investigation of allegations of integrity malpractice perpetrated by contractors, disciplinary action, and referral of allegations of corruption to relevant authorities are not clearly defined or fully resourced (staff and budget).","Score 1The Utility does not regularly publish anything on its integrity standards, integrity risk mitigation measures, or outcomes of its integrity efforts.There is no internal audit, or it has too little capacity to continuously monitor integrity risks.There is no evidence that the board of directors (if applicable) monitors the risk of management override and fraud.",Score 1There is no policy to ascertain whether integrity risk management is functioning effectively.The integrity risk management programme of the Utility is not assessed by independent audit or the board of directors.,Score 1The Utility fails to implement an action plan to respond to findings and recommendations from external audit.The Utility fails to comply with standards and directives set by the relevant regulatory body for water and sanitation services.The Utility does not report progress on its mandate to expand services to the unserved or underserved areas.,NA,NA,UNKNOWN
online,145,,5,31/07/2024 05:10,31/07/2024 05:11,"Score 1The Utility’s senior management is not closely involved in integrity management. Integrity management is delegated to middle or lower management instead, such as internal audit or a similar department.There is no evidence of communication by senior management with staff or external stakeholders on the organisation’s integrity standards.","Score 1There is no written code of conduct (or similar document) outlining what the Utility expects from staff regarding values, rules, standards, and principles.","Score 1There are no established roles or processes in the Utility to conduct regular integrity risk assessments (e.g. corruption or fraud risk assessments). Such assessments may take place on an ad hoc basis, e.g. as a reaction to a corruption or fraud scandal involving staff members.","Score 1There is no gift policy which states whether employees are allowed to accept gifts, or defines the acceptable value and type of gift permissible to employees.There is no mechanism for board members and employees to self-disclose to the organisation any potential or actual conflicts of interest.","Score 1The Utility does not implement a whistle-blowing policy, which clearly spells out the protection offered to employees against discrimination, dismissal or other forms of retribution for reporting misconduct and cooperating with an audit or investigation.",Score 1Most positions do not have a clear job description and statement of the minimum competencies. Open positions are almost never advertised.Recruitment doesn’t follow any predetermined shortlisting and interview process. There is no explicit anti-discrimination policy related to hiring.,"Score 1There is little evidence of integrity risk management during procurement: there are no procurement thresholds or procedures for competitive bidding.The Utility does not conduct due diligence on contractors. Rules for direct contracting are not clear or not systematically adhered to, and only some procurement is based on predetermined contract award criteria.There is no sanctions’ policy for non-compliance with procurement rules. There is also no evidence of community monitoring of procurement processes.A whistle-blower mechanism does not exist or is not embedded in procurement procedures. There is no organisational policy prohibiting the acceptance of personal gifts or gratuities from bidders and contractors.The following tasks are not apportioned between different departments or individuals: procurement requisition, requisition approval, purchase order issuance, receiving (inspecting good or services), payment disbursement.","Score 1The Utility discloses only the minimum level of information required by law and regulations. Disclosed information may not be complete, up-to-date, or available in a searchable format on organisation's website. There is no evidence that the organisation has capacity to respond to access to information requests",Score 1The Utility does not have a written public participation policy or a complaints mechanism in place.,"Score 1The Utility does not implement most of the following management and financial controls: preparation of annual budget, review of expense accounts, random audits of different accounts, reconciliation of accounts, review of payrolls, non-revenue water reduction programme.The Utility does not have a disconnection policy for non-payment.","Score 1The Utility does not have a written policy to guide managers and to ensure consistency in disciplinary action against integrity malpractices and misconduct.Roles in relation to investigation allegations of integrity malpractice perpetrated by staff, disciplinary action, and referral of allegations of corruption to relevant authorities are not clearly defined or fully resourced (staff and budget).","Score 1The Utility does not have a written and approved sanctions’ policy against contractors for non-compliance. The contracts do not stipulate a set of sanctionable misconduct and the consequences for the misconduct.Roles in relation to investigation of allegations of integrity malpractice perpetrated by contractors, disciplinary action, and referral of allegations of corruption to relevant authorities are not clearly defined or fully resourced (staff and budget).","Score 1The Utility does not regularly publish anything on its integrity standards, integrity risk mitigation measures, or outcomes of its integrity efforts.There is no internal audit, or it has too little capacity to continuously monitor integrity risks.There is no evidence that the board of directors (if applicable) monitors the risk of management override and fraud.",Score 1There is no policy to ascertain whether integrity risk management is functioning effectively.The integrity risk management programme of the Utility is not assessed by independent audit or the board of directors.,Score 1The Utility fails to implement an action plan to respond to findings and recommendations from external audit.The Utility fails to comply with standards and directives set by the relevant regulatory body for water and sanitation services.The Utility does not report progress on its mandate to expand services to the unserved or underserved areas.,NA,NA,UNKNOWN
online,147,,5,31/07/2024 13:45,31/07/2024 13:47,"Score 1The Utility’s senior management is not closely involved in integrity management. Integrity management is delegated to middle or lower management instead, such as internal audit or a similar department.There is no evidence of communication by senior management with staff or external stakeholders on the organisation’s integrity standards.",Score 2Between 1 and 3,Score 2Between 1 and 3,Score 4Between 3 and 5,Score 4Between 3 and 5,"Score 3Most positions have a clear job description and statement of the minimum competencies. Most, but not all, open positions are advertised.There is a shortlisting and interview process. In the non-discrimination policy related to recruitment, some of the following elements are missing: gender, race, ethnicity, religion, age or disability.The outcomes of the recruitment process for managerial positions are not always publicly announced.There is a process for objections relating to recruitment, although it is not explicitly communicated to job candidates.","Score 3The Utility has established procurement thresholds and procedures for competitive bidding. However, there is evidence of deviation from the procurement rules in some contracts.The Utility conducts due diligence and background checks on contractors on an ad hoc basis. Organisational policies explicitly prohibit the acceptance of personal gifts or gratuities from bidders and contractors.There is no sanctions’ policy for non-compliance with procurement rules or any evidence of community monitoring of procurement processes.A whistle-blower mechanism does not exist or is not embedded in procurement procedures.Some, but not all, of the following tasks are apportioned between different departments or individuals: procurement requisition, requisition approval, purchase order issuance, receiving (inspecting good or services), payment disbursement.",Score 4Between 3 and 5,Score 2Between 1 and 3,Score 4Between 3 and 5,Score 4Between 3 and 5,Score 4Between 3 and 5,"Score 5The Utility regularly communicates a summary of its integrity standards, integrity risk mitigation measures, and outcomes in an easily accessible public platform, such as on its website and/or in its annual report.There is evidence that internal audit assesses integrity risks related to both activities of non-management staff and corporate governance processes.Internal audit regularly reports on integrity risks to the board of directors.The board of directors regularly monitors the risk of management override and fraud.",Score 4Between 3 and 5,Score 2Between 1 and 3,NA,NA,UNKNOWN
online,150,,5,13/08/2024 16:07,13/08/2024 16:09,Score 2Between 1 and 3,"Score 3The code of conduct (or a similar document) contains most of the following elements (some elements may be missing): an ethical framework for decision making, generic examples of what constitute acceptable and unacceptable behaviour, guidelines on reporting problems anonymously, accountability and disciplinary policies for unethical behaviour, a list of ethics and compliance resources.The code of conduct was not revised in the last 3 calendar years. There is evidence that the Utility has organised a training on the code of conduct in the past, but the training is not routinely provided.",Score 2Between 1 and 3,"Score 3There is a gift policy in place, with clear definitions of the value and type of gift permissible to employees.There is a mechanism for employees only to self-disclose to the organisation any potential or actual conflicts of interest.Conflicts of interest declarations are not required from the board of directors or contractors.","Score 3There is a written whistle-blowing policy. However, it lacks vital elements such as a guaranteed anonymous reporting or incentives for reporting violations.There is evidence that employees were trained on the use of the whistle-blower mechanism, however the training took place more than 3 years ago.","Score 3Most positions have a clear job description and statement of the minimum competencies. Most, but not all, open positions are advertised.There is a shortlisting and interview process. In the non-discrimination policy related to recruitment, some of the following elements are missing: gender, race, ethnicity, religion, age or disability.The outcomes of the recruitment process for managerial positions are not always publicly announced.There is a process for objections relating to recruitment, although it is not explicitly communicated to job candidates.","Score 3The Utility has established procurement thresholds and procedures for competitive bidding. However, there is evidence of deviation from the procurement rules in some contracts.The Utility conducts due diligence and background checks on contractors on an ad hoc basis. Organisational policies explicitly prohibit the acceptance of personal gifts or gratuities from bidders and contractors.There is no sanctions’ policy for non-compliance with procurement rules or any evidence of community monitoring of procurement processes.A whistle-blower mechanism does not exist or is not embedded in procurement procedures.Some, but not all, of the following tasks are apportioned between different departments or individuals: procurement requisition, requisition approval, purchase order issuance, receiving (inspecting good or services), payment disbursement.","Score 3The Utility discloses key financial and non-financial information. Financial information includes at minimum revenue, profit, cash flow from operating activities, gross investment, return on equity, equity/asset ratio, dividends, audit reports, tariff structure. Non-financial information includes at minimum: background information about the board members and senior managers, voting structures, organisational structure, risk management procedures, redress mechanisms, service level standards, registry of declaration of interests. The financial statements are only published in their original format and not summarised to make them more easily understandable. There are occasional gaps in the disclosed information or the published information is partially outdated. Most documents and records are not disclosed in a searchable format on the organisation’s website. The organisation has some capacity to respond to access to information requests, although disclosures are not timely and only partial.",Score 1The Utility does not have a written public participation policy or a complaints mechanism in place.,Score 2Between 1 and 3,"Score 1The Utility does not have a written policy to guide managers and to ensure consistency in disciplinary action against integrity malpractices and misconduct.Roles in relation to investigation allegations of integrity malpractice perpetrated by staff, disciplinary action, and referral of allegations of corruption to relevant authorities are not clearly defined or fully resourced (staff and budget).",Score 2Between 1 and 3,"Score 5The Utility regularly communicates a summary of its integrity standards, integrity risk mitigation measures, and outcomes in an easily accessible public platform, such as on its website and/or in its annual report.There is evidence that internal audit assesses integrity risks related to both activities of non-management staff and corporate governance processes.Internal audit regularly reports on integrity risks to the board of directors.The board of directors regularly monitors the risk of management override and fraud.","Score 3There is a policy to ascertain whether integrity risk management is functioning effectively.An independent auditor has assessed the Utility's implementation of integrity risk management more than 3 years ago.The board of directors provides oversight of the Utility’s integrity risk management programme, however evaluations are conducted on an ad hoc basis (less than once a year).",Score 5The Utility implements an action plan to respond to all findings and recommendations from external audit.The Utility manages to comply fully with standards and directives set by the relevant regulatory body for water and sanitation services.The Utility regularly (at least annually) reports progress on its mandate to expand services to the unserved or underserved areas.,NA,NA,UNKNOWN
online,151,,3,19/08/2024 00:23,19/08/2024 00:25,"Score 3The Utility’s senior managementmainly focuses on ensuring the organisation and staff comply with laws and regulations.The senior management communicates to staff about compliance on an ad hoc basis, e.g., when significant issues emerge.There is no evidence of communication on the organisation’s integrity standards with external stakeholders.",Score 2Between 1 and 3,"Score 3The Utility conducts integrity risk assessments to comply with regulations, as requested by relevant authorities such as the national anti-corruption agency, sector regulator, ministries, or similar. The assessment scope is exclusively decided upon by the relevant authority.","Score 3There is a gift policy in place, with clear definitions of the value and type of gift permissible to employees.There is a mechanism for employees only to self-disclose to the organisation any potential or actual conflicts of interest.Conflicts of interest declarations are not required from the board of directors or contractors.","Score 3There is a written whistle-blowing policy. However, it lacks vital elements such as a guaranteed anonymous reporting or incentives for reporting violations.There is evidence that employees were trained on the use of the whistle-blower mechanism, however the training took place more than 3 years ago.","Score 3Most positions have a clear job description and statement of the minimum competencies. Most, but not all, open positions are advertised.There is a shortlisting and interview process. In the non-discrimination policy related to recruitment, some of the following elements are missing: gender, race, ethnicity, religion, age or disability.The outcomes of the recruitment process for managerial positions are not always publicly announced.There is a process for objections relating to recruitment, although it is not explicitly communicated to job candidates.",Score 4Between 3 and 5,"Score 5The Utility discloses all minimum financial and non-financial information outlined under Level 3. The financial statements are published both in their original format, and also in a summarised form to make them more easily understandable. All information is up-to-date, and available in a searchable format on the organisation's website. There is evidence that the organisation systematically fulfils access to information requests.",Score 1The Utility does not have a written public participation policy or a complaints mechanism in place.,"Score 3There is an approved annual budget, however expense accounts are not systematically reviewed and analysed using comparisons with budgeted amounts.Reconciliation of accounts is seldom carried out (at most once per year), and at least one of the following accounts is not reconciled: accounts receivable, accounts payable, bank statements, or payroll registers to the general ledger control accounts. The employee payroll list is reviewed on an ad hoc basis for duplicates and ghost employees.The Utility conducts some random audits, but at least one of the following accounts is not audited: inventory, cash, expense, purchasing, billing, and other accounts by internal or external auditors.The Utility implements some measures to reduce non-revenue water, however at least one of the following practices is missing: water balance analysis, leak detection, repair and maintenance, performance incentives, field audits, commercial audits, maintaining an up-to-date customer database.The Utility has a disconnection policy for non-payment. The disconnection policy does not differentiate between various customer segments and offers no safeguards to vulnerable customers during the debt recovery process.",,,,,,NA,NA,UNKNOWN
online,152,05/09/2024 11:05,6,05/09/2024 11:03,05/09/2024 11:05,"Score 1The Utility’s senior management is not closely involved in integrity management. Integrity management is delegated to middle or lower management instead, such as internal audit or a similar department.There is no evidence of communication by senior management with staff or external stakeholders on the organisation’s integrity standards.","Score 1There is no written code of conduct (or similar document) outlining what the Utility expects from staff regarding values, rules, standards, and principles.","Score 1There are no established roles or processes in the Utility to conduct regular integrity risk assessments (e.g. corruption or fraud risk assessments). Such assessments may take place on an ad hoc basis, e.g. as a reaction to a corruption or fraud scandal involving staff members.","Score 1There is no gift policy which states whether employees are allowed to accept gifts, or defines the acceptable value and type of gift permissible to employees.There is no mechanism for board members and employees to self-disclose to the organisation any potential or actual conflicts of interest.","Score 1The Utility does not implement a whistle-blowing policy, which clearly spells out the protection offered to employees against discrimination, dismissal or other forms of retribution for reporting misconduct and cooperating with an audit or investigation.",Score 1Most positions do not have a clear job description and statement of the minimum competencies. Open positions are almost never advertised.Recruitment doesn’t follow any predetermined shortlisting and interview process. There is no explicit anti-discrimination policy related to hiring.,"Score 1There is little evidence of integrity risk management during procurement: there are no procurement thresholds or procedures for competitive bidding.The Utility does not conduct due diligence on contractors. Rules for direct contracting are not clear or not systematically adhered to, and only some procurement is based on predetermined contract award criteria.There is no sanctions’ policy for non-compliance with procurement rules. There is also no evidence of community monitoring of procurement processes.A whistle-blower mechanism does not exist or is not embedded in procurement procedures. There is no organisational policy prohibiting the acceptance of personal gifts or gratuities from bidders and contractors.The following tasks are not apportioned between different departments or individuals: procurement requisition, requisition approval, purchase order issuance, receiving (inspecting good or services), payment disbursement.","Score 1The Utility discloses only the minimum level of information required by law and regulations. Disclosed information may not be complete, up-to-date, or available in a searchable format on organisation's website. There is no evidence that the organisation has capacity to respond to access to information requests",Score 1The Utility does not have a written public participation policy or a complaints mechanism in place.,"Score 1The Utility does not implement most of the following management and financial controls: preparation of annual budget, review of expense accounts, random audits of different accounts, reconciliation of accounts, review of payrolls, non-revenue water reduction programme.The Utility does not have a disconnection policy for non-payment.","Score 1The Utility does not have a written policy to guide managers and to ensure consistency in disciplinary action against integrity malpractices and misconduct.Roles in relation to investigation allegations of integrity malpractice perpetrated by staff, disciplinary action, and referral of allegations of corruption to relevant authorities are not clearly defined or fully resourced (staff and budget).","Score 1The Utility does not have a written and approved sanctions’ policy against contractors for non-compliance. The contracts do not stipulate a set of sanctionable misconduct and the consequences for the misconduct.Roles in relation to investigation of allegations of integrity malpractice perpetrated by contractors, disciplinary action, and referral of allegations of corruption to relevant authorities are not clearly defined or fully resourced (staff and budget).","Score 1The Utility does not regularly publish anything on its integrity standards, integrity risk mitigation measures, or outcomes of its integrity efforts.There is no internal audit, or it has too little capacity to continuously monitor integrity risks.There is no evidence that the board of directors (if applicable) monitors the risk of management override and fraud.",Score 1There is no policy to ascertain whether integrity risk management is functioning effectively.The integrity risk management programme of the Utility is not assessed by independent audit or the board of directors.,Score 1The Utility fails to implement an action plan to respond to findings and recommendations from external audit.The Utility fails to comply with standards and directives set by the relevant regulatory body for water and sanitation services.The Utility does not report progress on its mandate to expand services to the unserved or underserved areas.,15,84,Eastern and Southern Africa
online,153,,0,10/09/2024 15:43,10/09/2024 15:46,,,,,,,,,,,,,,,,NA,NA,UNKNOWN
online,155,,0,10/09/2024 18:01,10/09/2024 18:02,,,,,,,,,,,,,,,,NA,NA,UNKNOWN
online,157,,0,15/09/2024 13:07,15/09/2024 13:09,,,,,,,,,,,,,,,,NA,NA,UNKNOWN
online,158,,5,16/09/2024 11:16,16/09/2024 11:20,"Score 1The Utility’s senior management is not closely involved in integrity management. Integrity management is delegated to middle or lower management instead, such as internal audit or a similar department.There is no evidence of communication by senior management with staff or external stakeholders on the organisation’s integrity standards.",Score 2Between 1 and 3,"Score 3The Utility conducts integrity risk assessments to comply with regulations, as requested by relevant authorities such as the national anti-corruption agency, sector regulator, ministries, or similar. The assessment scope is exclusively decided upon by the relevant authority.",Score 2Between 1 and 3,"Score 1The Utility does not implement a whistle-blowing policy, which clearly spells out the protection offered to employees against discrimination, dismissal or other forms of retribution for reporting misconduct and cooperating with an audit or investigation.","Score 3Most positions have a clear job description and statement of the minimum competencies. Most, but not all, open positions are advertised.There is a shortlisting and interview process. In the non-discrimination policy related to recruitment, some of the following elements are missing: gender, race, ethnicity, religion, age or disability.The outcomes of the recruitment process for managerial positions are not always publicly announced.There is a process for objections relating to recruitment, although it is not explicitly communicated to job candidates.",Score 2Between 1 and 3,Score 2Between 1 and 3,Score 2Between 1 and 3,"Score 3There is an approved annual budget, however expense accounts are not systematically reviewed and analysed using comparisons with budgeted amounts.Reconciliation of accounts is seldom carried out (at most once per year), and at least one of the following accounts is not reconciled: accounts receivable, accounts payable, bank statements, or payroll registers to the general ledger control accounts. The employee payroll list is reviewed on an ad hoc basis for duplicates and ghost employees.The Utility conducts some random audits, but at least one of the following accounts is not audited: inventory, cash, expense, purchasing, billing, and other accounts by internal or external auditors.The Utility implements some measures to reduce non-revenue water, however at least one of the following practices is missing: water balance analysis, leak detection, repair and maintenance, performance incentives, field audits, commercial audits, maintaining an up-to-date customer database.The Utility has a disconnection policy for non-payment. The disconnection policy does not differentiate between various customer segments and offers no safeguards to vulnerable customers during the debt recovery process.",Score 2Between 1 and 3,Score 2Between 1 and 3,Score 2Between 1 and 3,Score 2Between 1 and 3,Score 3The Utility implements an action plan to respond only to selected findings and recommendations from external audit.The Utility complies partially with standards and directives set by the relevant regulatory body for water and sanitation services.The Utility has reported progress on its mandate to expand services to the unserved or underserved areas more than 3 years ago.,NA,NA,UNKNOWN
online,161,,2,01/10/2024 19:18,01/10/2024 19:22,Score 5The Utility’s senior management has established a set of ethical values and integrity principles beyond what is required by law and regulations.There is evidence of regular communication by senior management about the organisation’s integrity standards to both staff and external stakeholders.,"Score 5The code of conduct (or a similar document) contains ALL of the elements outlined in Level 3.The code of conduct was revised at most 3 years ago or more recently, after 1) the most recent changes to workplace profiles, including restructuring, relocation, changes in key roles or decision-making processes, or 2) the most recent changes in the external environment, including sector reform, new relevant legislation, changes in government strategies or in contractors’ business practices.Code of conduct training is routinely given to new employees as part of their induction programme.","Score 5The Utility regularly conducts integrity risk assessments. The assessments consider a comprehensive list of integrity risks, which the Utility reviews and updates to incorporate new risks emerging from changes to the workplace profile or changes in the external environment.","Score 5There is a gift policy in place, with clear definitions of the value and type of gift permissible to employees.Conflicts of interest declarations are required from 1) management 2) board members 3) contractors.The Utility maintains a registry of all conflicts of interest declarations.The agenda of the board of director meetings includes a standing item on conflicts of interest declarations, to enable attendees to identify any conflicts of interest relating to the agenda items.","Score 5There is a written whistle-blowing policy, which clearly spells out the protection offered to employees against discrimination, dismissal or other forms of retribution for reporting misconduct and cooperating with an audit or investigation. The policy also guarantees anonymous reporting or provides incentives for reporting violations.An annual training course on the whistle-blowing policy is provided to employees.","Score 5All positions have a clear job description and statement of the minimum competencies. All open positions are advertised publicly.There is an objective and transparent shortlisting and interview process, and also a non-discrimination policy, that facilitate a fair assessment of each applicant irrespective of gender, race, ethnicity, religion and disability.The outcome of the recruitment process for managerial positions is always publicly announced.There is a process for objections relating to recruitment, which is explicitly communicated to job candidates.","Score 5The Utility has established procurement thresholds and procedures for competitive bidding, and they are fully adhered to in all contracts. The Utility conducts due diligence and background checks on all contractors. Organisational policies explicitly prohibit the acceptance of personal gifts or gratuities from bidders and contractors.The Utility sanctions contractors for non-compliance with its integrity rules on procurement. The Utility systematically assesses complaints and whistle-blowing reports regarding procurement irregularities.There is evidence of community monitoring in large procurement projects.All of the following tasks are apportioned between different departments or individuals: procurement requisition, requisition approval, purchase order issuance, receiving (inspecting good or services), payment disbursement.","Score 5The Utility discloses all minimum financial and non-financial information outlined under Level 3. The financial statements are published both in their original format, and also in a summarised form to make them more easily understandable. All information is up-to-date, and available in a searchable format on the organisation's website. There is evidence that the organisation systematically fulfils access to information requests.",Score 4Between 3 and 5,,,,,,,NA,NA,UNKNOWN
online,164,,0,14/10/2024 10:33,14/10/2024 10:33,,,,,,,,,,,,,,,,NA,NA,UNKNOWN
online,167,,0,22/10/2024 11:26,22/10/2024 11:26,,,,,,,,,,,,,,,,NA,NA,UNKNOWN
